vin	d(V(vout))
2.654999999999871e-001	-9.739399e-001
2.655999999999871e-001	-9.745359e-001
2.656999999999871e-001	-9.745359e-001
2.657999999999871e-001	-9.739399e-001
2.658999999999870e-001	-9.745359e-001
2.659999999999870e-001	-9.745359e-001
2.660999999999870e-001	-9.739399e-001
2.661999999999870e-001	-9.745359e-001
2.662999999999870e-001	-9.745359e-001
2.663999999999870e-001	-9.739399e-001
2.664999999999870e-001	-9.745359e-001
2.665999999999870e-001	-9.745359e-001
2.666999999999870e-001	-9.739399e-001
2.667999999999869e-001	-9.745359e-001
2.668999999999869e-001	-9.745359e-001
2.669999999999869e-001	-9.739399e-001
2.670999999999869e-001	-9.739399e-001
2.671999999999869e-001	-9.745359e-001
2.672999999999869e-001	-9.745359e-001
2.673999999999869e-001	-9.739399e-001
2.674999999999869e-001	-9.745359e-001
2.675999999999869e-001	-9.745359e-001
2.676999999999868e-001	-9.739399e-001
2.677999999999868e-001	-9.739399e-001
2.678999999999868e-001	-9.745359e-001
2.679999999999868e-001	-9.745359e-001
2.680999999999868e-001	-9.739399e-001
2.681999999999868e-001	-9.739399e-001
2.682999999999868e-001	-9.745359e-001
2.683999999999868e-001	-9.745359e-001
2.684999999999868e-001	-9.739399e-001
2.685999999999867e-001	-9.739399e-001
2.686999999999867e-001	-9.745359e-001
2.687999999999867e-001	-9.745359e-001
2.688999999999867e-001	-9.739399e-001
2.689999999999867e-001	-9.739399e-001
2.690999999999867e-001	-9.745359e-001
2.691999999999867e-001	-9.745359e-001
2.692999999999867e-001	-9.739399e-001
2.693999999999867e-001	-9.739399e-001
2.694999999999866e-001	-9.739399e-001
2.695999999999866e-001	-9.745359e-001
2.696999999999866e-001	-9.745359e-001
2.697999999999866e-001	-9.739399e-001
2.698999999999866e-001	-9.739399e-001
2.699999999999866e-001	-9.739399e-001
2.700999999999866e-001	-9.745359e-001
2.701999999999866e-001	-9.745359e-001
2.702999999999866e-001	-9.739399e-001
2.703999999999865e-001	-9.739399e-001
2.704999999999865e-001	-9.739399e-001
2.705999999999865e-001	-9.745359e-001
2.706999999999865e-001	-9.745359e-001
2.707999999999865e-001	-9.739399e-001
2.708999999999865e-001	-9.739399e-001
2.709999999999865e-001	-9.739399e-001
2.710999999999865e-001	-9.739399e-001
2.711999999999865e-001	-9.739399e-001
2.712999999999864e-001	-9.745359e-001
2.713999999999864e-001	-9.745359e-001
2.714999999999864e-001	-9.739399e-001
2.715999999999864e-001	-9.739399e-001
2.716999999999864e-001	-9.739399e-001
2.717999999999864e-001	-9.739399e-001
2.718999999999864e-001	-9.739399e-001
2.719999999999864e-001	-9.739399e-001
2.720999999999864e-001	-9.745359e-001
2.721999999999863e-001	-9.745359e-001
2.722999999999863e-001	-9.739399e-001
2.723999999999863e-001	-9.739399e-001
2.724999999999863e-001	-9.739399e-001
2.725999999999863e-001	-9.739399e-001
2.726999999999863e-001	-9.739399e-001
2.727999999999863e-001	-9.739399e-001
2.728999999999863e-001	-9.739399e-001
2.729999999999863e-001	-9.739399e-001
2.730999999999862e-001	-9.739399e-001
2.731999999999862e-001	-9.739399e-001
2.732999999999862e-001	-9.739399e-001
2.733999999999862e-001	-9.739399e-001
2.734999999999862e-001	-9.745359e-001
2.735999999999862e-001	-9.745359e-001
2.736999999999862e-001	-9.739399e-001
2.737999999999862e-001	-9.739399e-001
2.738999999999862e-001	-9.739399e-001
2.739999999999861e-001	-9.739399e-001
2.740999999999861e-001	-9.739399e-001
2.741999999999861e-001	-9.739399e-001
2.742999999999861e-001	-9.739399e-001
2.743999999999861e-001	-9.739399e-001
2.744999999999861e-001	-9.739399e-001
2.745999999999861e-001	-9.739399e-001
2.746999999999861e-001	-9.739399e-001
2.747999999999861e-001	-9.739399e-001
2.748999999999860e-001	-9.739399e-001
2.749999999999860e-001	-9.739399e-001
2.750999999999860e-001	-9.739399e-001
2.751999999999860e-001	-9.739399e-001
2.752999999999860e-001	-9.733438e-001
2.753999999999860e-001	-9.733438e-001
2.754999999999860e-001	-9.739399e-001
2.755999999999860e-001	-9.739399e-001
2.756999999999860e-001	-9.739399e-001
2.757999999999860e-001	-9.739399e-001
2.758999999999859e-001	-9.739399e-001
2.759999999999859e-001	-9.739399e-001
2.760999999999859e-001	-9.739399e-001
2.761999999999859e-001	-9.739399e-001
2.762999999999859e-001	-9.739399e-001
2.763999999999859e-001	-9.739399e-001
2.764999999999859e-001	-9.739399e-001
2.765999999999859e-001	-9.733438e-001
2.766999999999859e-001	-9.733438e-001
2.767999999999858e-001	-9.739399e-001
2.768999999999858e-001	-9.739399e-001
2.769999999999858e-001	-9.739399e-001
2.770999999999858e-001	-9.739399e-001
2.771999999999858e-001	-9.739399e-001
2.772999999999858e-001	-9.739399e-001
2.773999999999858e-001	-9.733438e-001
2.774999999999858e-001	-9.733438e-001
2.775999999999858e-001	-9.739399e-001
2.776999999999857e-001	-9.739399e-001
2.777999999999857e-001	-9.739399e-001
2.778999999999857e-001	-9.739399e-001
2.779999999999857e-001	-9.733438e-001
2.780999999999857e-001	-9.733438e-001
2.781999999999857e-001	-9.739399e-001
2.782999999999857e-001	-9.739399e-001
2.783999999999857e-001	-9.739399e-001
2.784999999999857e-001	-9.733438e-001
2.785999999999856e-001	-9.733438e-001
2.786999999999856e-001	-9.739399e-001
2.787999999999856e-001	-9.739399e-001
2.788999999999856e-001	-9.733438e-001
2.789999999999856e-001	-9.733438e-001
2.790999999999856e-001	-9.739399e-001
2.791999999999856e-001	-9.739399e-001
2.792999999999856e-001	-9.733438e-001
2.793999999999856e-001	-9.733438e-001
2.794999999999855e-001	-9.739399e-001
2.795999999999855e-001	-9.739399e-001
2.796999999999855e-001	-9.733438e-001
2.797999999999855e-001	-9.733438e-001
2.798999999999855e-001	-9.739399e-001
2.799999999999855e-001	-9.739399e-001
2.800999999999855e-001	-9.733438e-001
2.801999999999855e-001	-9.733438e-001
2.802999999999855e-001	-9.739399e-001
2.803999999999854e-001	-9.733438e-001
2.804999999999854e-001	-9.733438e-001
2.805999999999854e-001	-9.739399e-001
2.806999999999854e-001	-9.733438e-001
2.807999999999854e-001	-9.733438e-001
2.808999999999854e-001	-9.739399e-001
2.809999999999854e-001	-9.733438e-001
2.810999999999854e-001	-9.733438e-001
2.811999999999854e-001	-9.739399e-001
2.812999999999853e-001	-9.733438e-001
2.813999999999853e-001	-9.733438e-001
2.814999999999853e-001	-9.733438e-001
2.815999999999853e-001	-9.733438e-001
2.816999999999853e-001	-9.739399e-001
2.817999999999853e-001	-9.733438e-001
2.818999999999853e-001	-9.733438e-001
2.819999999999853e-001	-9.733438e-001
2.820999999999853e-001	-9.733438e-001
2.821999999999852e-001	-9.739399e-001
2.822999999999852e-001	-9.733438e-001
2.823999999999852e-001	-9.733438e-001
2.824999999999852e-001	-9.733438e-001
2.825999999999852e-001	-9.733438e-001
2.826999999999852e-001	-9.733438e-001
2.827999999999852e-001	-9.733438e-001
2.828999999999852e-001	-9.733438e-001
2.829999999999852e-001	-9.733438e-001
2.830999999999851e-001	-9.733438e-001
2.831999999999851e-001	-9.733438e-001
2.832999999999851e-001	-9.733438e-001
2.833999999999851e-001	-9.733438e-001
2.834999999999851e-001	-9.733438e-001
2.835999999999851e-001	-9.733438e-001
2.836999999999851e-001	-9.733438e-001
2.837999999999851e-001	-9.733438e-001
2.838999999999851e-001	-9.733438e-001
2.839999999999850e-001	-9.733438e-001
2.840999999999850e-001	-9.733438e-001
2.841999999999850e-001	-9.733438e-001
2.842999999999850e-001	-9.733438e-001
2.843999999999850e-001	-9.727478e-001
2.844999999999850e-001	-9.733438e-001
2.845999999999850e-001	-9.733438e-001
2.846999999999850e-001	-9.733438e-001
2.847999999999850e-001	-9.733438e-001
2.848999999999849e-001	-9.727478e-001
2.849999999999849e-001	-9.733438e-001
2.850999999999849e-001	-9.733438e-001
2.851999999999849e-001	-9.733438e-001
2.852999999999849e-001	-9.733438e-001
2.853999999999849e-001	-9.727478e-001
2.854999999999849e-001	-9.733438e-001
2.855999999999849e-001	-9.733438e-001
2.856999999999849e-001	-9.727478e-001
2.857999999999848e-001	-9.733438e-001
2.858999999999848e-001	-9.733438e-001
2.859999999999848e-001	-9.727478e-001
2.860999999999848e-001	-9.733438e-001
2.861999999999848e-001	-9.733438e-001
2.862999999999848e-001	-9.727478e-001
2.863999999999848e-001	-9.727478e-001
2.864999999999848e-001	-9.733438e-001
2.865999999999848e-001	-9.733438e-001
2.866999999999847e-001	-9.727478e-001
2.867999999999847e-001	-9.733438e-001
2.868999999999847e-001	-9.733438e-001
2.869999999999847e-001	-9.727478e-001
2.870999999999847e-001	-9.727478e-001
2.871999999999847e-001	-9.733438e-001
2.872999999999847e-001	-9.733438e-001
2.873999999999847e-001	-9.727478e-001
2.874999999999847e-001	-9.727478e-001
2.875999999999847e-001	-9.727478e-001
2.876999999999846e-001	-9.733438e-001
2.877999999999846e-001	-9.733438e-001
2.878999999999846e-001	-9.727478e-001
2.879999999999846e-001	-9.727478e-001
2.880999999999846e-001	-9.727478e-001
2.881999999999846e-001	-9.727478e-001
2.882999999999846e-001	-9.733438e-001
2.883999999999846e-001	-9.733438e-001
2.884999999999846e-001	-9.727478e-001
2.885999999999845e-001	-9.727478e-001
2.886999999999845e-001	-9.727478e-001
2.887999999999845e-001	-9.727478e-001
2.888999999999845e-001	-9.727478e-001
2.889999999999845e-001	-9.727478e-001
2.890999999999845e-001	-9.727478e-001
2.891999999999845e-001	-9.733438e-001
2.892999999999845e-001	-9.733438e-001
2.893999999999845e-001	-9.727478e-001
2.894999999999844e-001	-9.727478e-001
2.895999999999844e-001	-9.727478e-001
2.896999999999844e-001	-9.727478e-001
2.897999999999844e-001	-9.727478e-001
2.898999999999844e-001	-9.727478e-001
2.899999999999844e-001	-9.727478e-001
2.900999999999844e-001	-9.727478e-001
2.901999999999844e-001	-9.727478e-001
2.902999999999844e-001	-9.727478e-001
2.903999999999843e-001	-9.727478e-001
2.904999999999843e-001	-9.727478e-001
2.905999999999843e-001	-9.727478e-001
2.906999999999843e-001	-9.727478e-001
2.907999999999843e-001	-9.727478e-001
2.908999999999843e-001	-9.727478e-001
2.909999999999843e-001	-9.727478e-001
2.910999999999843e-001	-9.721518e-001
2.911999999999843e-001	-9.721518e-001
2.912999999999842e-001	-9.727478e-001
2.913999999999842e-001	-9.727478e-001
2.914999999999842e-001	-9.727478e-001
2.915999999999842e-001	-9.727478e-001
2.916999999999842e-001	-9.727478e-001
2.917999999999842e-001	-9.727478e-001
2.918999999999842e-001	-9.727478e-001
2.919999999999842e-001	-9.721518e-001
2.920999999999842e-001	-9.721518e-001
2.921999999999841e-001	-9.727478e-001
2.922999999999841e-001	-9.727478e-001
2.923999999999841e-001	-9.727478e-001
2.924999999999841e-001	-9.721518e-001
2.925999999999841e-001	-9.721518e-001
2.926999999999841e-001	-9.727478e-001
2.927999999999841e-001	-9.727478e-001
2.928999999999841e-001	-9.727478e-001
2.929999999999841e-001	-9.721518e-001
2.930999999999840e-001	-9.721518e-001
2.931999999999840e-001	-9.727478e-001
2.932999999999840e-001	-9.727478e-001
2.933999999999840e-001	-9.721518e-001
2.934999999999840e-001	-9.721518e-001
2.935999999999840e-001	-9.727478e-001
2.936999999999840e-001	-9.721518e-001
2.937999999999840e-001	-9.721518e-001
2.938999999999840e-001	-9.727478e-001
2.939999999999839e-001	-9.727478e-001
2.940999999999839e-001	-9.721518e-001
2.941999999999839e-001	-9.721518e-001
2.942999999999839e-001	-9.721518e-001
2.943999999999839e-001	-9.721518e-001
2.944999999999839e-001	-9.727478e-001
2.945999999999839e-001	-9.721518e-001
2.946999999999839e-001	-9.721518e-001
2.947999999999839e-001	-9.727478e-001
2.948999999999838e-001	-9.721518e-001
2.949999999999838e-001	-9.721518e-001
2.950999999999838e-001	-9.721518e-001
2.951999999999838e-001	-9.721518e-001
2.952999999999838e-001	-9.721518e-001
2.953999999999838e-001	-9.721518e-001
2.954999999999838e-001	-9.727478e-001
2.955999999999838e-001	-9.721518e-001
2.956999999999838e-001	-9.721518e-001
2.957999999999837e-001	-9.721518e-001
2.958999999999837e-001	-9.721518e-001
2.959999999999837e-001	-9.721518e-001
2.960999999999837e-001	-9.721518e-001
2.961999999999837e-001	-9.721518e-001
2.962999999999837e-001	-9.715557e-001
2.963999999999837e-001	-9.721518e-001
2.964999999999837e-001	-9.721518e-001
2.965999999999837e-001	-9.721518e-001
2.966999999999836e-001	-9.721518e-001
2.967999999999836e-001	-9.721518e-001
2.968999999999836e-001	-9.721518e-001
2.969999999999836e-001	-9.715557e-001
2.970999999999836e-001	-9.721518e-001
2.971999999999836e-001	-9.721518e-001
2.972999999999836e-001	-9.721518e-001
2.973999999999836e-001	-9.721518e-001
2.974999999999836e-001	-9.715557e-001
2.975999999999835e-001	-9.721518e-001
2.976999999999835e-001	-9.721518e-001
2.977999999999835e-001	-9.715557e-001
2.978999999999835e-001	-9.721518e-001
2.979999999999835e-001	-9.721518e-001
2.980999999999835e-001	-9.715557e-001
2.981999999999835e-001	-9.715557e-001
2.982999999999835e-001	-9.721518e-001
2.983999999999835e-001	-9.721518e-001
2.984999999999835e-001	-9.715557e-001
2.985999999999834e-001	-9.715557e-001
2.986999999999834e-001	-9.721518e-001
2.987999999999834e-001	-9.721518e-001
2.988999999999834e-001	-9.715557e-001
2.989999999999834e-001	-9.715557e-001
2.990999999999834e-001	-9.715557e-001
2.991999999999834e-001	-9.721518e-001
2.992999999999834e-001	-9.721518e-001
2.993999999999834e-001	-9.715557e-001
2.994999999999833e-001	-9.715557e-001
2.995999999999833e-001	-9.715557e-001
2.996999999999833e-001	-9.715557e-001
2.997999999999833e-001	-9.715557e-001
2.998999999999833e-001	-9.721518e-001
2.999999999999833e-001	-9.721518e-001
3.000999999999833e-001	-9.715557e-001
3.001999999999833e-001	-9.715557e-001
3.002999999999833e-001	-9.715557e-001
3.003999999999832e-001	-9.715557e-001
3.004999999999832e-001	-9.715557e-001
3.005999999999832e-001	-9.715557e-001
3.006999999999832e-001	-9.715557e-001
3.007999999999832e-001	-9.715557e-001
3.008999999999832e-001	-9.715557e-001
3.009999999999832e-001	-9.715557e-001
3.010999999999832e-001	-9.715557e-001
3.011999999999832e-001	-9.715557e-001
3.012999999999831e-001	-9.715557e-001
3.013999999999831e-001	-9.715557e-001
3.014999999999831e-001	-9.715557e-001
3.015999999999831e-001	-9.715557e-001
3.016999999999831e-001	-9.715557e-001
3.017999999999831e-001	-9.715557e-001
3.018999999999831e-001	-9.709597e-001
3.019999999999831e-001	-9.709597e-001
3.020999999999831e-001	-9.715557e-001
3.021999999999830e-001	-9.715557e-001
3.022999999999830e-001	-9.715557e-001
3.023999999999830e-001	-9.715557e-001
3.024999999999830e-001	-9.715557e-001
3.025999999999830e-001	-9.709597e-001
3.026999999999830e-001	-9.709597e-001
3.027999999999830e-001	-9.715557e-001
3.028999999999830e-001	-9.715557e-001
3.029999999999830e-001	-9.709597e-001
3.030999999999829e-001	-9.709597e-001
3.031999999999829e-001	-9.715557e-001
3.032999999999829e-001	-9.715557e-001
3.033999999999829e-001	-9.709597e-001
3.034999999999829e-001	-9.709597e-001
3.035999999999829e-001	-9.715557e-001
3.036999999999829e-001	-9.715557e-001
3.037999999999829e-001	-9.709597e-001
3.038999999999829e-001	-9.709597e-001
3.039999999999828e-001	-9.715557e-001
3.040999999999828e-001	-9.709597e-001
3.041999999999828e-001	-9.709597e-001
3.042999999999828e-001	-9.709597e-001
3.043999999999828e-001	-9.709597e-001
3.044999999999828e-001	-9.715557e-001
3.045999999999828e-001	-9.709597e-001
3.046999999999828e-001	-9.709597e-001
3.047999999999828e-001	-9.709597e-001
3.048999999999827e-001	-9.709597e-001
3.049999999999827e-001	-9.715557e-001
3.050999999999827e-001	-9.709597e-001
3.051999999999827e-001	-9.709597e-001
3.052999999999827e-001	-9.709597e-001
3.053999999999827e-001	-9.709597e-001
3.054999999999827e-001	-9.709597e-001
3.055999999999827e-001	-9.709597e-001
3.056999999999827e-001	-9.709597e-001
3.057999999999826e-001	-9.703636e-001
3.058999999999826e-001	-9.709597e-001
3.059999999999826e-001	-9.709597e-001
3.060999999999826e-001	-9.709597e-001
3.061999999999826e-001	-9.709597e-001
3.062999999999826e-001	-9.709597e-001
3.063999999999826e-001	-9.709597e-001
3.064999999999826e-001	-9.703636e-001
3.065999999999826e-001	-9.709597e-001
3.066999999999825e-001	-9.709597e-001
3.067999999999825e-001	-9.703636e-001
3.068999999999825e-001	-9.709597e-001
3.069999999999825e-001	-9.709597e-001
3.070999999999825e-001	-9.703636e-001
3.071999999999825e-001	-9.709597e-001
3.072999999999825e-001	-9.709597e-001
3.073999999999825e-001	-9.703636e-001
3.074999999999825e-001	-9.703636e-001
3.075999999999824e-001	-9.709597e-001
3.076999999999824e-001	-9.709597e-001
3.077999999999824e-001	-9.703636e-001
3.078999999999824e-001	-9.703636e-001
3.079999999999824e-001	-9.703636e-001
3.080999999999824e-001	-9.709597e-001
3.081999999999824e-001	-9.709597e-001
3.082999999999824e-001	-9.703636e-001
3.083999999999824e-001	-9.703636e-001
3.084999999999823e-001	-9.703636e-001
3.085999999999823e-001	-9.703636e-001
3.086999999999823e-001	-9.703636e-001
3.087999999999823e-001	-9.703636e-001
3.088999999999823e-001	-9.703636e-001
3.089999999999823e-001	-9.709597e-001
3.090999999999823e-001	-9.709597e-001
3.091999999999823e-001	-9.703636e-001
3.092999999999823e-001	-9.703636e-001
3.093999999999822e-001	-9.703636e-001
3.094999999999822e-001	-9.703636e-001
3.095999999999822e-001	-9.703636e-001
3.096999999999822e-001	-9.703636e-001
3.097999999999822e-001	-9.703636e-001
3.098999999999822e-001	-9.697676e-001
3.099999999999822e-001	-9.697676e-001
3.100999999999822e-001	-9.703636e-001
3.101999999999822e-001	-9.703636e-001
3.102999999999822e-001	-9.703636e-001
3.103999999999821e-001	-9.703636e-001
3.104999999999821e-001	-9.703636e-001
3.105999999999821e-001	-9.703636e-001
3.106999999999821e-001	-9.703636e-001
3.107999999999821e-001	-9.697676e-001
3.108999999999821e-001	-9.697676e-001
3.109999999999821e-001	-9.703636e-001
3.110999999999821e-001	-9.703636e-001
3.111999999999821e-001	-9.703636e-001
3.112999999999820e-001	-9.697676e-001
3.113999999999820e-001	-9.697676e-001
3.114999999999820e-001	-9.703636e-001
3.115999999999820e-001	-9.703636e-001
3.116999999999820e-001	-9.697676e-001
3.117999999999820e-001	-9.697676e-001
3.118999999999820e-001	-9.703636e-001
3.119999999999820e-001	-9.697676e-001
3.120999999999820e-001	-9.697676e-001
3.121999999999819e-001	-9.703636e-001
3.122999999999819e-001	-9.697676e-001
3.123999999999819e-001	-9.697676e-001
3.124999999999819e-001	-9.703636e-001
3.125999999999819e-001	-9.697676e-001
3.126999999999819e-001	-9.697676e-001
3.127999999999819e-001	-9.697676e-001
3.128999999999819e-001	-9.697676e-001
3.129999999999819e-001	-9.697676e-001
3.130999999999818e-001	-9.697676e-001
3.131999999999818e-001	-9.697676e-001
3.132999999999818e-001	-9.697676e-001
3.133999999999818e-001	-9.697676e-001
3.134999999999818e-001	-9.697676e-001
3.135999999999818e-001	-9.697676e-001
3.136999999999818e-001	-9.697676e-001
3.137999999999818e-001	-9.697676e-001
3.138999999999818e-001	-9.697676e-001
3.139999999999817e-001	-9.697676e-001
3.140999999999817e-001	-9.691715e-001
3.141999999999817e-001	-9.697676e-001
3.142999999999817e-001	-9.697676e-001
3.143999999999817e-001	-9.697676e-001
3.144999999999817e-001	-9.697676e-001
3.145999999999817e-001	-9.691715e-001
3.146999999999817e-001	-9.691715e-001
3.147999999999817e-001	-9.697676e-001
3.148999999999816e-001	-9.697676e-001
3.149999999999816e-001	-9.691715e-001
3.150999999999816e-001	-9.697676e-001
3.151999999999816e-001	-9.697676e-001
3.152999999999816e-001	-9.691715e-001
3.153999999999816e-001	-9.691715e-001
3.154999999999816e-001	-9.691715e-001
3.155999999999816e-001	-9.697676e-001
3.156999999999816e-001	-9.697676e-001
3.157999999999815e-001	-9.691715e-001
3.158999999999815e-001	-9.691715e-001
3.159999999999815e-001	-9.691715e-001
3.160999999999815e-001	-9.691715e-001
3.161999999999815e-001	-9.691715e-001
3.162999999999815e-001	-9.691715e-001
3.163999999999815e-001	-9.697676e-001
3.164999999999815e-001	-9.697676e-001
3.165999999999815e-001	-9.691715e-001
3.166999999999814e-001	-9.691715e-001
3.167999999999814e-001	-9.691715e-001
3.168999999999814e-001	-9.691715e-001
3.169999999999814e-001	-9.691715e-001
3.170999999999814e-001	-9.691715e-001
3.171999999999814e-001	-9.691715e-001
3.172999999999814e-001	-9.685755e-001
3.173999999999814e-001	-9.685755e-001
3.174999999999814e-001	-9.691715e-001
3.175999999999813e-001	-9.691715e-001
3.176999999999813e-001	-9.691715e-001
3.177999999999813e-001	-9.691715e-001
3.178999999999813e-001	-9.691715e-001
3.179999999999813e-001	-9.691715e-001
3.180999999999813e-001	-9.685755e-001
3.181999999999813e-001	-9.685755e-001
3.182999999999813e-001	-9.691715e-001
3.183999999999813e-001	-9.691715e-001
3.184999999999812e-001	-9.691715e-001
3.185999999999812e-001	-9.685755e-001
3.186999999999812e-001	-9.685755e-001
3.187999999999812e-001	-9.691715e-001
3.188999999999812e-001	-9.685755e-001
3.189999999999812e-001	-9.685755e-001
3.190999999999812e-001	-9.691715e-001
3.191999999999812e-001	-9.691715e-001
3.192999999999812e-001	-9.685755e-001
3.193999999999811e-001	-9.685755e-001
3.194999999999811e-001	-9.685755e-001
3.195999999999811e-001	-9.685755e-001
3.196999999999811e-001	-9.691715e-001
3.197999999999811e-001	-9.685755e-001
3.198999999999811e-001	-9.685755e-001
3.199999999999811e-001	-9.685755e-001
3.200999999999811e-001	-9.685755e-001
3.201999999999811e-001	-9.685755e-001
3.202999999999810e-001	-9.685755e-001
3.203999999999810e-001	-9.685755e-001
3.204999999999810e-001	-9.685755e-001
3.205999999999810e-001	-9.685755e-001
3.206999999999810e-001	-9.685755e-001
3.207999999999810e-001	-9.685755e-001
3.208999999999810e-001	-9.679794e-001
3.209999999999810e-001	-9.685755e-001
3.210999999999810e-001	-9.685755e-001
3.211999999999810e-001	-9.685755e-001
3.212999999999809e-001	-9.685755e-001
3.213999999999809e-001	-9.679794e-001
3.214999999999809e-001	-9.685755e-001
3.215999999999809e-001	-9.685755e-001
3.216999999999809e-001	-9.679794e-001
3.217999999999809e-001	-9.679794e-001
3.218999999999809e-001	-9.685755e-001
3.219999999999809e-001	-9.685755e-001
3.220999999999809e-001	-9.679794e-001
3.221999999999808e-001	-9.679794e-001
3.222999999999808e-001	-9.679794e-001
3.223999999999808e-001	-9.685755e-001
3.224999999999808e-001	-9.685755e-001
3.225999999999808e-001	-9.679794e-001
3.226999999999808e-001	-9.679794e-001
3.227999999999808e-001	-9.679794e-001
3.228999999999808e-001	-9.679794e-001
3.229999999999808e-001	-9.679794e-001
3.230999999999807e-001	-9.679794e-001
3.231999999999807e-001	-9.679794e-001
3.232999999999807e-001	-9.679794e-001
3.233999999999807e-001	-9.679794e-001
3.234999999999807e-001	-9.679794e-001
3.235999999999807e-001	-9.679794e-001
3.236999999999807e-001	-9.679794e-001
3.237999999999807e-001	-9.679794e-001
3.238999999999807e-001	-9.679794e-001
3.239999999999806e-001	-9.679794e-001
3.240999999999806e-001	-9.679794e-001
3.241999999999806e-001	-9.679794e-001
3.242999999999806e-001	-9.679794e-001
3.243999999999806e-001	-9.679794e-001
3.244999999999806e-001	-9.679794e-001
3.245999999999806e-001	-9.673834e-001
3.246999999999806e-001	-9.673834e-001
3.247999999999806e-001	-9.679794e-001
3.248999999999805e-001	-9.679794e-001
3.249999999999805e-001	-9.679794e-001
3.250999999999805e-001	-9.673834e-001
3.251999999999805e-001	-9.673834e-001
3.252999999999805e-001	-9.679794e-001
3.253999999999805e-001	-9.673834e-001
3.254999999999805e-001	-9.673834e-001
3.255999999999805e-001	-9.679794e-001
3.256999999999805e-001	-9.673834e-001
3.257999999999804e-001	-9.673834e-001
3.258999999999804e-001	-9.679794e-001
3.259999999999804e-001	-9.673834e-001
3.260999999999804e-001	-9.673834e-001
3.261999999999804e-001	-9.673834e-001
3.262999999999804e-001	-9.673834e-001
3.263999999999804e-001	-9.679794e-001
3.264999999999804e-001	-9.673834e-001
3.265999999999804e-001	-9.673834e-001
3.266999999999803e-001	-9.673834e-001
3.267999999999803e-001	-9.673834e-001
3.268999999999803e-001	-9.673834e-001
3.269999999999803e-001	-9.667873e-001
3.270999999999803e-001	-9.673834e-001
3.271999999999803e-001	-9.673834e-001
3.272999999999803e-001	-9.673834e-001
3.273999999999803e-001	-9.673834e-001
3.274999999999803e-001	-9.667873e-001
3.275999999999802e-001	-9.673834e-001
3.276999999999802e-001	-9.673834e-001
3.277999999999802e-001	-9.667873e-001
3.278999999999802e-001	-9.673834e-001
3.279999999999802e-001	-9.673834e-001
3.280999999999802e-001	-9.667873e-001
3.281999999999802e-001	-9.667873e-001
3.282999999999802e-001	-9.673834e-001
3.283999999999802e-001	-9.673834e-001
3.284999999999801e-001	-9.667873e-001
3.285999999999801e-001	-9.667873e-001
3.286999999999801e-001	-9.667873e-001
3.287999999999801e-001	-9.667873e-001
3.288999999999801e-001	-9.673834e-001
3.289999999999801e-001	-9.673834e-001
3.290999999999801e-001	-9.667873e-001
3.291999999999801e-001	-9.667873e-001
3.292999999999801e-001	-9.667873e-001
3.293999999999800e-001	-9.667873e-001
3.294999999999800e-001	-9.667873e-001
3.295999999999800e-001	-9.667873e-001
3.296999999999800e-001	-9.667873e-001
3.297999999999800e-001	-9.667873e-001
3.298999999999800e-001	-9.667873e-001
3.299999999999800e-001	-9.667873e-001
3.300999999999800e-001	-9.667873e-001
3.301999999999800e-001	-9.667873e-001
3.302999999999799e-001	-9.667873e-001
3.303999999999799e-001	-9.661913e-001
3.304999999999799e-001	-9.661913e-001
3.305999999999799e-001	-9.667873e-001
3.306999999999799e-001	-9.667873e-001
3.307999999999799e-001	-9.667873e-001
3.308999999999799e-001	-9.661913e-001
3.309999999999799e-001	-9.661913e-001
3.310999999999799e-001	-9.667873e-001
3.311999999999798e-001	-9.667873e-001
3.312999999999798e-001	-9.661913e-001
3.313999999999798e-001	-9.661913e-001
3.314999999999798e-001	-9.667873e-001
3.315999999999798e-001	-9.667873e-001
3.316999999999798e-001	-9.661913e-001
3.317999999999798e-001	-9.661913e-001
3.318999999999798e-001	-9.661913e-001
3.319999999999798e-001	-9.661913e-001
3.320999999999797e-001	-9.667873e-001
3.321999999999797e-001	-9.661913e-001
3.322999999999797e-001	-9.661913e-001
3.323999999999797e-001	-9.661913e-001
3.324999999999797e-001	-9.661913e-001
3.325999999999797e-001	-9.661913e-001
3.326999999999797e-001	-9.661913e-001
3.327999999999797e-001	-9.661913e-001
3.328999999999797e-001	-9.661913e-001
3.329999999999797e-001	-9.661913e-001
3.330999999999796e-001	-9.655952e-001
3.331999999999796e-001	-9.661913e-001
3.332999999999796e-001	-9.661913e-001
3.333999999999796e-001	-9.661913e-001
3.334999999999796e-001	-9.661913e-001
3.335999999999796e-001	-9.655952e-001
3.336999999999796e-001	-9.661913e-001
3.337999999999796e-001	-9.661913e-001
3.338999999999796e-001	-9.655952e-001
3.339999999999795e-001	-9.655952e-001
3.340999999999795e-001	-9.661913e-001
3.341999999999795e-001	-9.661913e-001
3.342999999999795e-001	-9.655952e-001
3.343999999999795e-001	-9.655952e-001
3.344999999999795e-001	-9.655952e-001
3.345999999999795e-001	-9.655952e-001
3.346999999999795e-001	-9.661913e-001
3.347999999999795e-001	-9.661913e-001
3.348999999999794e-001	-9.655952e-001
3.349999999999794e-001	-9.655952e-001
3.350999999999794e-001	-9.655952e-001
3.351999999999794e-001	-9.655952e-001
3.352999999999794e-001	-9.655952e-001
