vds	d(Is(M1))/Is(M1)
-1.138000000000073e+000	-2.701290e-002
-1.137000000000073e+000	-2.695928e-002
-1.136000000000073e+000	-2.701436e-002
-1.135000000000073e+000	-2.706945e-002
-1.134000000000073e+000	-2.707018e-002
-1.133000000000074e+000	-2.707091e-002
-1.132000000000074e+000	-2.707164e-002
-1.131000000000074e+000	-2.707238e-002
-1.130000000000074e+000	-2.712747e-002
-1.129000000000074e+000	-2.718258e-002
-1.128000000000074e+000	-2.712895e-002
-1.127000000000074e+000	-2.712968e-002
-1.126000000000074e+000	-2.718479e-002
-1.125000000000074e+000	-2.723990e-002
-1.124000000000075e+000	-2.724064e-002
-1.123000000000075e+000	-2.724138e-002
-1.122000000000075e+000	-2.724213e-002
-1.121000000000075e+000	-2.724287e-002
-1.120000000000075e+000	-2.729799e-002
-1.119000000000075e+000	-2.735312e-002
-1.118000000000075e+000	-2.735387e-002
-1.117000000000075e+000	-2.730023e-002
-1.116000000000075e+000	-2.735536e-002
-1.115000000000076e+000	-2.741049e-002
-1.114000000000076e+000	-2.741125e-002
-1.113000000000076e+000	-2.741200e-002
-1.112000000000076e+000	-2.741275e-002
-1.111000000000076e+000	-2.746789e-002
-1.110000000000076e+000	-2.746865e-002
-1.109000000000076e+000	-2.746940e-002
-1.108000000000076e+000	-2.752455e-002
-1.107000000000076e+000	-2.752531e-002
-1.106000000000077e+000	-2.758047e-002
-1.105000000000077e+000	-2.758123e-002
-1.104000000000077e+000	-2.758199e-002
-1.103000000000077e+000	-2.758275e-002
-1.102000000000077e+000	-2.758351e-002
-1.101000000000077e+000	-2.763868e-002
-1.100000000000077e+000	-2.769385e-002
-1.099000000000077e+000	-2.769462e-002
-1.098000000000077e+000	-2.769539e-002
-1.097000000000078e+000	-2.769616e-002
-1.096000000000078e+000	-2.769692e-002
-1.095000000000078e+000	-2.775211e-002
-1.094000000000078e+000	-2.780729e-002
-1.093000000000078e+000	-2.780807e-002
-1.092000000000078e+000	-2.780884e-002
-1.091000000000078e+000	-2.780961e-002
-1.090000000000078e+000	-2.781039e-002
-1.089000000000078e+000	-2.792001e-002
-1.088000000000079e+000	-2.792079e-002
-1.087000000000079e+000	-2.786714e-002
-1.086000000000079e+000	-2.792235e-002
-1.085000000000079e+000	-2.797756e-002
-1.084000000000079e+000	-2.797834e-002
-1.083000000000079e+000	-2.797913e-002
-1.082000000000079e+000	-2.797991e-002
-1.081000000000079e+000	-2.803513e-002
-1.080000000000079e+000	-2.803592e-002
-1.079000000000080e+000	-2.803670e-002
-1.078000000000080e+000	-2.809193e-002
-1.077000000000080e+000	-2.814716e-002
-1.076000000000080e+000	-2.814796e-002
-1.075000000000080e+000	-2.814875e-002
-1.074000000000080e+000	-2.814954e-002
-1.073000000000080e+000	-2.815033e-002
-1.072000000000080e+000	-2.820558e-002
-1.071000000000080e+000	-2.826083e-002
-1.070000000000080e+000	-2.826163e-002
-1.069000000000081e+000	-2.826242e-002
-1.068000000000081e+000	-2.831768e-002
-1.067000000000081e+000	-2.831848e-002
-1.066000000000081e+000	-2.831928e-002
-1.065000000000081e+000	-2.832009e-002
-1.064000000000081e+000	-2.837535e-002
-1.063000000000081e+000	-2.843062e-002
-1.062000000000081e+000	-2.843143e-002
-1.061000000000081e+000	-2.843224e-002
-1.060000000000082e+000	-2.843305e-002
-1.059000000000082e+000	-2.848833e-002
-1.058000000000082e+000	-2.854361e-002
-1.057000000000082e+000	-2.854443e-002
-1.056000000000082e+000	-2.854524e-002
-1.055000000000082e+000	-2.854606e-002
-1.054000000000082e+000	-2.860135e-002
-1.053000000000082e+000	-2.860217e-002
-1.052000000000082e+000	-2.860299e-002
-1.051000000000083e+000	-2.865829e-002
-1.050000000000083e+000	-2.871360e-002
-1.049000000000083e+000	-2.871442e-002
-1.048000000000083e+000	-2.871525e-002
-1.047000000000083e+000	-2.877056e-002
-1.046000000000083e+000	-2.877139e-002
-1.045000000000083e+000	-2.877222e-002
-1.044000000000083e+000	-2.882754e-002
-1.043000000000083e+000	-2.882837e-002
-1.042000000000084e+000	-2.882920e-002
-1.041000000000084e+000	-2.888453e-002
-1.040000000000084e+000	-2.893987e-002
-1.039000000000084e+000	-2.894071e-002
-1.038000000000084e+000	-2.894154e-002
-1.037000000000084e+000	-2.899689e-002
-1.036000000000084e+000	-2.899773e-002
-1.035000000000084e+000	-2.899857e-002
-1.034000000000084e+000	-2.905392e-002
-1.033000000000085e+000	-2.910928e-002
-1.032000000000085e+000	-2.911013e-002
-1.031000000000085e+000	-2.911097e-002
-1.030000000000085e+000	-2.911182e-002
-1.029000000000085e+000	-2.916719e-002
-1.028000000000085e+000	-2.922256e-002
-1.027000000000085e+000	-2.922341e-002
-1.026000000000085e+000	-2.922427e-002
-1.025000000000085e+000	-2.922512e-002
-1.024000000000086e+000	-2.928050e-002
-1.023000000000086e+000	-2.933589e-002
-1.022000000000086e+000	-2.933675e-002
-1.021000000000086e+000	-2.933761e-002
-1.020000000000086e+000	-2.939300e-002
-1.019000000000086e+000	-2.944840e-002
-1.018000000000086e+000	-2.944927e-002
-1.017000000000086e+000	-2.945014e-002
-1.016000000000086e+000	-2.945100e-002
-1.015000000000087e+000	-2.950641e-002
-1.014000000000087e+000	-2.956183e-002
-1.013000000000087e+000	-2.956270e-002
-1.012000000000087e+000	-2.956357e-002
-1.011000000000087e+000	-2.961899e-002
-1.010000000000087e+000	-2.967442e-002
-1.009000000000087e+000	-2.967530e-002
-1.008000000000087e+000	-2.967618e-002
-1.007000000000087e+000	-2.967706e-002
-1.006000000000088e+000	-2.973250e-002
-1.005000000000088e+000	-2.978794e-002
-1.004000000000088e+000	-2.978883e-002
-1.003000000000088e+000	-2.984428e-002
-1.002000000000088e+000	-2.984517e-002
-1.001000000000088e+000	-2.984606e-002
-1.000000000000088e+000	-2.990152e-002
-9.990000000000882e-001	-2.995698e-002
-9.980000000000882e-001	-2.995788e-002
-9.970000000000882e-001	-2.995877e-002
-9.960000000000882e-001	-3.001424e-002
-9.950000000000882e-001	-3.001514e-002
-9.940000000000882e-001	-3.007062e-002
-9.930000000000882e-001	-3.012610e-002
-9.920000000000881e-001	-3.012701e-002
-9.910000000000881e-001	-3.012792e-002
-9.900000000000881e-001	-3.018340e-002
-9.890000000000881e-001	-3.018432e-002
-9.880000000000881e-001	-3.018523e-002
-9.870000000000881e-001	-3.029531e-002
-9.860000000000881e-001	-3.029623e-002
-9.850000000000881e-001	-3.029715e-002
-9.840000000000881e-001	-3.035266e-002
-9.830000000000881e-001	-3.035358e-002
-9.820000000000881e-001	-3.040910e-002
-9.810000000000881e-001	-3.041002e-002
-9.800000000000881e-001	-3.046554e-002
-9.790000000000881e-001	-3.052107e-002
-9.780000000000881e-001	-3.046740e-002
-9.770000000000881e-001	-3.052293e-002
-9.760000000000881e-001	-3.057847e-002
-9.750000000000881e-001	-3.063401e-002
-9.740000000000881e-001	-3.063495e-002
-9.730000000000881e-001	-3.063589e-002
-9.720000000000881e-001	-3.069144e-002
-9.710000000000881e-001	-3.069238e-002
-9.700000000000881e-001	-3.074794e-002
-9.690000000000881e-001	-3.080350e-002
-9.680000000000881e-001	-3.080445e-002
-9.670000000000881e-001	-3.086002e-002
-9.660000000000881e-001	-3.086097e-002
-9.650000000000881e-001	-3.086192e-002
-9.640000000000881e-001	-3.097213e-002
-9.630000000000881e-001	-3.097309e-002
-9.620000000000881e-001	-3.097405e-002
-9.610000000000881e-001	-3.102964e-002
-9.600000000000881e-001	-3.103060e-002
-9.590000000000881e-001	-3.108620e-002
-9.580000000000881e-001	-3.114180e-002
-9.570000000000881e-001	-3.114277e-002
-9.560000000000881e-001	-3.119838e-002
-9.550000000000881e-001	-3.119935e-002
-9.540000000000881e-001	-3.120032e-002
-9.530000000000881e-001	-3.131059e-002
-9.520000000000881e-001	-3.131157e-002
-9.510000000000881e-001	-3.131255e-002
-9.500000000000881e-001	-3.136818e-002
-9.490000000000881e-001	-3.142381e-002
-9.480000000000881e-001	-3.147945e-002
-9.470000000000881e-001	-3.148044e-002
-9.460000000000881e-001	-3.148143e-002
-9.450000000000881e-001	-3.153708e-002
-9.440000000000881e-001	-3.159274e-002
-9.430000000000881e-001	-3.159374e-002
-9.420000000000881e-001	-3.159473e-002
-9.410000000000881e-001	-3.165040e-002
-9.400000000000881e-001	-3.170607e-002
-9.390000000000881e-001	-3.176174e-002
-9.380000000000881e-001	-3.176275e-002
-9.370000000000881e-001	-3.176376e-002
-9.360000000000881e-001	-3.187411e-002
-9.350000000000881e-001	-3.187513e-002
-9.340000000000881e-001	-3.187614e-002
-9.330000000000881e-001	-3.198652e-002
-9.320000000000881e-001	-3.198754e-002
-9.310000000000881e-001	-3.198856e-002
-9.300000000000881e-001	-3.204427e-002
-9.290000000000881e-001	-3.209998e-002
-9.280000000000881e-001	-3.215570e-002
-9.270000000000881e-001	-3.215674e-002
-9.260000000000881e-001	-3.215777e-002
-9.250000000000881e-001	-3.221350e-002
-9.240000000000881e-001	-3.226923e-002
-9.230000000000881e-001	-3.232497e-002
-9.220000000000881e-001	-3.232601e-002
-9.210000000000881e-001	-3.232706e-002
-9.200000000000881e-001	-3.243750e-002
-9.190000000000881e-001	-3.243856e-002
-9.180000000000881e-001	-3.243961e-002
-9.170000000000881e-001	-3.255007e-002
-9.160000000000881e-001	-3.260584e-002
-9.150000000000881e-001	-3.260691e-002
-9.140000000000881e-001	-3.260797e-002
-9.130000000000881e-001	-3.266375e-002
-9.120000000000881e-001	-3.271953e-002
-9.110000000000881e-001	-3.272060e-002
-9.100000000000881e-001	-3.277639e-002
-9.090000000000881e-001	-3.283219e-002
-9.080000000000881e-001	-3.283326e-002
-9.070000000000881e-001	-3.288907e-002
-9.060000000000881e-001	-3.294488e-002
-9.050000000000881e-001	-3.300069e-002
-9.040000000000881e-001	-3.305651e-002
-9.030000000000881e-001	-3.305760e-002
-9.020000000000881e-001	-3.305869e-002
-9.010000000000881e-001	-3.311452e-002
-9.000000000000881e-001	-3.317036e-002
-8.990000000000881e-001	-3.322620e-002
-8.980000000000881e-001	-3.328204e-002
-8.970000000000881e-001	-3.328315e-002
-8.960000000000881e-001	-3.333900e-002
-8.950000000000881e-001	-3.339486e-002
-8.940000000000881e-001	-3.339598e-002
-8.930000000000881e-001	-3.345184e-002
-8.920000000000881e-001	-3.350771e-002
-8.910000000000881e-001	-3.356359e-002
-8.900000000000881e-001	-3.356472e-002
-8.890000000000881e-001	-3.362060e-002
-8.880000000000881e-001	-3.367649e-002
-8.870000000000881e-001	-3.367762e-002
-8.860000000000881e-001	-3.378828e-002
-8.850000000000881e-001	-3.378943e-002
-8.840000000000881e-001	-3.384533e-002
-8.830000000000881e-001	-3.390125e-002
-8.820000000000881e-001	-3.390240e-002
-8.810000000000881e-001	-3.395832e-002
-8.800000000000881e-001	-3.401425e-002
-8.790000000000880e-001	-3.407018e-002
-8.780000000000880e-001	-3.407134e-002
-8.770000000000880e-001	-3.412728e-002
-8.760000000000880e-001	-3.423801e-002
-8.750000000000880e-001	-3.423918e-002
-8.740000000000880e-001	-3.424035e-002
-8.730000000000880e-001	-3.435110e-002
-8.720000000000880e-001	-3.440707e-002
-8.710000000000880e-001	-3.440826e-002
-8.700000000000880e-001	-3.446423e-002
-8.690000000000880e-001	-3.452022e-002
-8.680000000000880e-001	-3.452141e-002
-8.670000000000880e-001	-3.457740e-002
-8.660000000000880e-001	-3.463339e-002
-8.650000000000880e-001	-3.468939e-002
-8.640000000000880e-001	-3.474540e-002
-8.630000000000880e-001	-3.480142e-002
-8.620000000000880e-001	-3.485744e-002
-8.610000000000880e-001	-3.485865e-002
-8.600000000000880e-001	-3.491468e-002
-8.590000000000880e-001	-3.502552e-002
-8.580000000000880e-001	-3.502675e-002
-8.570000000000880e-001	-3.502798e-002
-8.560000000000880e-001	-3.513885e-002
-8.550000000000880e-001	-3.519490e-002
-8.540000000000880e-001	-3.525096e-002
-8.530000000000880e-001	-3.525221e-002
-8.520000000000880e-001	-3.530828e-002
-8.510000000000880e-001	-3.541918e-002
-8.500000000000880e-001	-3.542044e-002
-8.490000000000880e-001	-3.547652e-002
-8.480000000000880e-001	-3.553262e-002
-8.470000000000880e-001	-3.553388e-002
-8.460000000000880e-001	-3.558998e-002
-8.450000000000880e-001	-3.570093e-002
-8.440000000000880e-001	-3.575705e-002
-8.430000000000880e-001	-3.575833e-002
-8.420000000000880e-001	-3.581445e-002
-8.410000000000880e-001	-3.592543e-002
-8.400000000000880e-001	-3.598158e-002
-8.390000000000880e-001	-3.598287e-002
-8.380000000000880e-001	-3.603902e-002
-8.370000000000880e-001	-3.609518e-002
-8.360000000000880e-001	-3.615134e-002
-8.350000000000880e-001	-3.620751e-002
-8.340000000000880e-001	-3.626368e-002
-8.330000000000880e-001	-3.631986e-002
-8.320000000000880e-001	-3.637605e-002
-8.310000000000880e-001	-3.643224e-002
-8.300000000000880e-001	-3.648844e-002
-8.290000000000880e-001	-3.654464e-002
-8.280000000000880e-001	-3.660085e-002
-8.270000000000880e-001	-3.665707e-002
-8.260000000000880e-001	-3.665841e-002
-8.250000000000880e-001	-3.676952e-002
-8.240000000000880e-001	-3.682575e-002
-8.230000000000880e-001	-3.688199e-002
-8.220000000000880e-001	-3.693824e-002
-8.210000000000880e-001	-3.699449e-002
-8.200000000000880e-001	-3.705076e-002
-8.190000000000880e-001	-3.710702e-002
-8.180000000000880e-001	-3.721819e-002
-8.170000000000880e-001	-3.721957e-002
-8.160000000000880e-001	-3.727586e-002
-8.150000000000880e-001	-3.733215e-002
-8.140000000000880e-001	-3.738844e-002
-8.130000000000880e-001	-3.749965e-002
-8.120000000000880e-001	-3.755597e-002
-8.110000000000880e-001	-3.761229e-002
-8.100000000000880e-001	-3.766861e-002
-8.090000000000880e-001	-3.767003e-002
-8.080000000000880e-001	-3.778128e-002
-8.070000000000880e-001	-3.789255e-002
-8.060000000000880e-001	-3.789398e-002
-8.050000000000880e-001	-3.795034e-002
-8.040000000000880e-001	-3.800670e-002
-8.030000000000880e-001	-3.806307e-002
-8.020000000000880e-001	-3.817438e-002
-8.010000000000880e-001	-3.823077e-002
-8.000000000000880e-001	-3.828716e-002
-7.990000000000880e-001	-3.839850e-002
-7.980000000000880e-001	-3.845491e-002
-7.970000000000880e-001	-3.845639e-002
-7.960000000000880e-001	-3.851281e-002
-7.950000000000880e-001	-3.862418e-002
-7.940000000000880e-001	-3.868061e-002
-7.930000000000880e-001	-3.873706e-002
-7.920000000000880e-001	-3.884845e-002
-7.910000000000880e-001	-3.890492e-002
-7.900000000000880e-001	-3.896138e-002
-7.890000000000880e-001	-3.901786e-002
-7.880000000000880e-001	-3.907434e-002
-7.870000000000880e-001	-3.918578e-002
-7.860000000000880e-001	-3.924228e-002
-7.850000000000880e-001	-3.929879e-002
-7.840000000000880e-001	-3.941026e-002
-7.830000000000880e-001	-3.946679e-002
-7.820000000000880e-001	-3.946834e-002
-7.810000000000880e-001	-3.957985e-002
-7.800000000000880e-001	-3.969137e-002
-7.790000000000880e-001	-3.974792e-002
-7.780000000000880e-001	-3.980448e-002
-7.770000000000880e-001	-3.986104e-002
-7.760000000000880e-001	-3.997260e-002
-7.750000000000880e-001	-4.002919e-002
-7.740000000000880e-001	-4.008578e-002
-7.730000000000880e-001	-4.019736e-002
-7.720000000000880e-001	-4.025397e-002
-7.710000000000880e-001	-4.031059e-002
-7.700000000000880e-001	-4.042221e-002
-7.690000000000880e-001	-4.053384e-002
-7.680000000000880e-001	-4.059049e-002
-7.670000000000879e-001	-4.064714e-002
-7.660000000000879e-001	-4.070380e-002
-7.650000000000879e-001	-4.076046e-002
-7.640000000000879e-001	-4.087214e-002
-7.630000000000879e-001	-4.098384e-002
-7.620000000000879e-001	-4.104054e-002
-7.610000000000879e-001	-4.109724e-002
-7.600000000000879e-001	-4.120897e-002
-7.590000000000879e-001	-4.132071e-002
-7.580000000000879e-001	-4.137744e-002
-7.570000000000879e-001	-4.143418e-002
-7.560000000000879e-001	-4.154595e-002
-7.550000000000879e-001	-4.160271e-002
-7.540000000000879e-001	-4.171451e-002
-7.530000000000879e-001	-4.182632e-002
-7.520000000000879e-001	-4.182807e-002
-7.510000000000879e-001	-4.193990e-002
-7.500000000000879e-001	-4.205175e-002
-7.490000000000879e-001	-4.210856e-002
-7.480000000000879e-001	-4.222043e-002
-7.470000000000879e-001	-4.233231e-002
-7.460000000000879e-001	-4.238915e-002
-7.450000000000879e-001	-4.244600e-002
-7.440000000000879e-001	-4.255792e-002
-7.430000000000879e-001	-4.266985e-002
-7.420000000000879e-001	-4.278179e-002
-7.410000000000879e-001	-4.283869e-002
-7.400000000000879e-001	-4.295065e-002
-7.390000000000879e-001	-4.306264e-002
-7.380000000000879e-001	-4.311956e-002
-7.370000000000879e-001	-4.317649e-002
-7.360000000000879e-001	-4.328851e-002
-7.350000000000879e-001	-4.340054e-002
-7.340000000000879e-001	-4.351258e-002
-7.330000000000879e-001	-4.362464e-002
-7.320000000000879e-001	-4.368163e-002
-7.310000000000879e-001	-4.379371e-002
-7.300000000000879e-001	-4.385072e-002
-7.290000000000879e-001	-4.396283e-002
-7.280000000000879e-001	-4.413005e-002
-7.270000000000879e-001	-4.418709e-002
-7.260000000000879e-001	-4.424415e-002
-7.250000000000879e-001	-4.435631e-002
-7.240000000000879e-001	-4.446848e-002
-7.230000000000879e-001	-4.458068e-002
-7.220000000000879e-001	-4.469288e-002
-7.210000000000879e-001	-4.480510e-002
-7.200000000000879e-001	-4.491734e-002
-7.190000000000879e-001	-4.502959e-002
-7.180000000000879e-001	-4.508674e-002
-7.170000000000879e-001	-4.519902e-002
-7.160000000000879e-001	-4.531131e-002
-7.150000000000879e-001	-4.542361e-002
-7.140000000000879e-001	-4.553594e-002
-7.130000000000879e-001	-4.564827e-002
-7.120000000000879e-001	-4.576063e-002
-7.110000000000879e-001	-4.587300e-002
-7.100000000000879e-001	-4.598538e-002
-7.090000000000879e-001	-4.609778e-002
-7.080000000000879e-001	-4.621020e-002
-7.070000000000879e-001	-4.626748e-002
-7.060000000000879e-001	-4.643507e-002
-7.050000000000879e-001	-4.654753e-002
-7.040000000000879e-001	-4.666000e-002
-7.030000000000879e-001	-4.677250e-002
-7.020000000000879e-001	-4.688500e-002
-7.010000000000879e-001	-4.705269e-002
-7.000000000000879e-001	-4.711007e-002
-6.990000000000879e-001	-4.722263e-002
-6.980000000000879e-001	-4.739037e-002
-6.970000000000879e-001	-4.750296e-002
-6.960000000000879e-001	-4.761557e-002
-6.950000000000879e-001	-4.772819e-002
-6.940000000000879e-001	-4.789601e-002
-6.930000000000879e-001	-4.800868e-002
-6.920000000000879e-001	-4.806617e-002
-6.910000000000879e-001	-4.823404e-002
-6.900000000000879e-001	-4.840195e-002
-6.890000000000879e-001	-4.851468e-002
-6.880000000000879e-001	-4.862743e-002
-6.870000000000879e-001	-4.874019e-002
-6.860000000000879e-001	-4.890817e-002
-6.850000000000879e-001	-4.902098e-002
-6.840000000000879e-001	-4.913379e-002
-6.830000000000879e-001	-4.930184e-002
-6.820000000000879e-001	-4.941470e-002
-6.810000000000879e-001	-4.958279e-002
-6.800000000000879e-001	-4.969569e-002
-6.790000000000879e-001	-4.980860e-002
-6.780000000000879e-001	-4.997675e-002
-6.770000000000879e-001	-5.014493e-002
-6.760000000000879e-001	-5.025791e-002
-6.750000000000879e-001	-5.037089e-002
-6.740000000000879e-001	-5.059437e-002
-6.730000000000879e-001	-5.070741e-002
-6.720000000000879e-001	-5.082046e-002
-6.710000000000879e-001	-5.098878e-002
-6.700000000000879e-001	-5.115712e-002
-6.690000000000879e-001	-5.127024e-002
-6.680000000000879e-001	-5.138337e-002
-6.670000000000879e-001	-5.160703e-002
-6.660000000000879e-001	-5.177547e-002
-6.650000000000879e-001	-5.188867e-002
-6.640000000000879e-001	-5.205715e-002
-6.630000000000879e-001	-5.222566e-002
-6.620000000000879e-001	-5.233893e-002
-6.610000000000879e-001	-5.250749e-002
-6.600000000000879e-001	-5.267607e-002
-6.590000000000879e-001	-5.284468e-002
-6.580000000000879e-001	-5.301332e-002
-6.570000000000879e-001	-5.318198e-002
-6.560000000000879e-001	-5.335067e-002
-6.550000000000879e-001	-5.346410e-002
-6.540000000000878e-001	-5.363283e-002
-6.530000000000878e-001	-5.385689e-002
-6.520000000000878e-001	-5.402569e-002
-6.510000000000878e-001	-5.419452e-002
-6.500000000000878e-001	-5.436337e-002
-6.490000000000878e-001	-5.453225e-002
-6.480000000000878e-001	-5.470116e-002
-6.470000000000878e-001	-5.487009e-002
-6.460000000000878e-001	-5.503906e-002
-6.450000000000878e-001	-5.526336e-002
-6.440000000000878e-001	-5.543239e-002
-6.430000000000878e-001	-5.560144e-002
-6.420000000000878e-001	-5.582585e-002
-6.410000000000878e-001	-5.593963e-002
-6.400000000000878e-001	-5.616410e-002
-6.390000000000878e-001	-5.638861e-002
-6.380000000000878e-001	-5.655782e-002
-6.370000000000878e-001	-5.672705e-002
-6.360000000000878e-001	-5.695166e-002
-6.350000000000878e-001	-5.717631e-002
-6.340000000000878e-001	-5.729029e-002
-6.330000000000878e-001	-5.751500e-002
-6.320000000000878e-001	-5.773976e-002
-6.310000000000878e-001	-5.796454e-002
-6.300000000000878e-001	-5.818938e-002
-6.290000000000878e-001	-5.835887e-002
-6.280000000000878e-001	-5.852840e-002
-6.270000000000878e-001	-5.875333e-002
-6.260000000000878e-001	-5.897831e-002
-6.250000000000878e-001	-5.920332e-002
-6.240000000000878e-001	-5.942838e-002
-6.230000000000878e-001	-5.965346e-002
-6.220000000000878e-001	-5.987860e-002
-6.210000000000878e-001	-6.004838e-002
-6.200000000000878e-001	-6.032898e-002
-6.190000000000878e-001	-6.055424e-002
-6.180000000000878e-001	-6.072412e-002
-6.170000000000878e-001	-6.100486e-002
-6.160000000000878e-001	-6.123024e-002
-6.150000000000878e-001	-6.145566e-002
-6.140000000000878e-001	-6.168112e-002
-6.130000000000878e-001	-6.190662e-002
-6.120000000000878e-001	-6.218759e-002
-6.110000000000878e-001	-6.241318e-002
-6.100000000000878e-001	-6.269424e-002
-6.090000000000878e-001	-6.291993e-002
-6.080000000000878e-001	-6.314565e-002
-6.070000000000878e-001	-6.342686e-002
-6.060000000000878e-001	-6.370813e-002
-6.050000000000878e-001	-6.393400e-002
-6.040000000000878e-001	-6.421536e-002
-6.030000000000878e-001	-6.449678e-002
-6.020000000000878e-001	-6.472279e-002
-6.010000000000878e-001	-6.500431e-002
-6.000000000000878e-001	-6.523041e-002
-5.990000000000878e-001	-6.551204e-002
-5.980000000000878e-001	-6.584919e-002
-5.970000000000878e-001	-6.613093e-002
-5.960000000000878e-001	-6.635724e-002
-5.950000000000878e-001	-6.663909e-002
-5.940000000000878e-001	-6.697648e-002
-5.930000000000878e-001	-6.725844e-002
-5.920000000000878e-001	-6.754046e-002
-5.910000000000878e-001	-6.782254e-002
-5.900000000000878e-001	-6.816018e-002
-5.890000000000878e-001	-6.844239e-002
-5.880000000000878e-001	-6.872464e-002
-5.870000000000878e-001	-6.906248e-002
-5.860000000000878e-001	-6.934485e-002
-5.850000000000878e-001	-6.968282e-002
-5.840000000000878e-001	-7.002086e-002
-5.830000000000878e-001	-7.035896e-002
-5.820000000000878e-001	-7.064160e-002
-5.810000000000878e-001	-7.097984e-002
-5.800000000000878e-001	-7.131816e-002
-5.790000000000878e-001	-7.165654e-002
-5.780000000000878e-001	-7.199500e-002
-5.770000000000878e-001	-7.233353e-002
-5.760000000000878e-001	-7.272769e-002
-5.750000000000878e-001	-7.306638e-002
-5.740000000000878e-001	-7.340514e-002
-5.730000000000878e-001	-7.374397e-002
-5.720000000000878e-001	-7.408288e-002
-5.710000000000878e-001	-7.447744e-002
-5.700000000000878e-001	-7.487209e-002
-5.690000000000878e-001	-7.521124e-002
-5.680000000000878e-001	-7.560606e-002
-5.670000000000878e-001	-7.600097e-002
-5.660000000000878e-001	-7.639597e-002
-5.650000000000878e-001	-7.679106e-002
-5.640000000000878e-001	-7.718624e-002
-5.630000000000878e-001	-7.758151e-002
-5.620000000000878e-001	-7.797687e-002
-5.610000000000878e-001	-7.837233e-002
-5.600000000000878e-001	-7.882350e-002
-5.590000000000878e-001	-7.927479e-002
-5.580000000000878e-001	-7.961490e-002
-5.570000000000878e-001	-8.006638e-002
-5.560000000000878e-001	-8.057361e-002
-5.550000000000878e-001	-8.096967e-002
-5.540000000000878e-001	-8.136581e-002
-5.530000000000878e-001	-8.187338e-002
-5.520000000000878e-001	-8.232541e-002
-5.510000000000878e-001	-8.277754e-002
-5.500000000000878e-001	-8.328546e-002
-5.490000000000878e-001	-8.373783e-002
-5.480000000000878e-001	-8.419032e-002
-5.470000000000878e-001	-8.469860e-002
-5.460000000000878e-001	-8.520702e-002
-5.450000000000878e-001	-8.565986e-002
-5.440000000000878e-001	-8.616852e-002
-5.430000000000878e-001	-8.673302e-002
-5.420000000000877e-001	-8.724196e-002
-5.410000000000877e-001	-8.775103e-002
-5.400000000000877e-001	-8.826023e-002
-5.390000000000877e-001	-8.882529e-002
-5.380000000000877e-001	-8.939051e-002
-5.370000000000877e-001	-8.990013e-002
-5.360000000000877e-001	-9.046564e-002
-5.350000000000877e-001	-9.103129e-002
-5.340000000000877e-001	-9.159711e-002
-5.330000000000877e-001	-9.216307e-002
-5.320000000000877e-001	-9.278495e-002
-5.310000000000877e-001	-9.335125e-002
-5.300000000000877e-001	-9.397346e-002
-5.290000000000877e-001	-9.459587e-002
-5.280000000000877e-001	-9.516265e-002
-5.270000000000877e-001	-9.584117e-002
-5.260000000000877e-001	-9.646410e-002
-5.250000000000877e-001	-9.714300e-002
-5.240000000000877e-001	-9.776631e-002
-5.230000000000877e-001	-9.838978e-002
-5.220000000000877e-001	-9.912508e-002
-5.210000000000877e-001	-9.980477e-002
-5.200000000000877e-001	-1.004847e-001
-5.190000000000877e-001	-1.011648e-001
-5.180000000000877e-001	-1.019009e-001
-5.170000000000877e-001	-1.025814e-001
-5.160000000000877e-001	-1.033180e-001
-5.150000000000877e-001	-1.041107e-001
-5.140000000000877e-001	-1.047918e-001
-5.130000000000877e-001	-1.055850e-001
-5.120000000000877e-001	-1.063784e-001
-5.110000000000877e-001	-1.071161e-001
-5.100000000000877e-001	-1.079659e-001
-5.090000000000877e-001	-1.087600e-001
-5.080000000000877e-001	-1.095544e-001
-5.070000000000877e-001	-1.104050e-001
-5.060000000000877e-001	-1.111999e-001
-5.050000000000877e-001	-1.120511e-001
-5.040000000000877e-001	-1.129584e-001
-5.030000000000877e-001	-1.138660e-001
-5.020000000000877e-001	-1.147180e-001
-5.010000000000877e-001	-1.156263e-001
-5.000000000000877e-001	-1.165908e-001
-4.990000000000877e-001	-1.174996e-001
-4.980000000000877e-001	-1.184088e-001
-4.970000000000877e-001	-1.193743e-001
-4.960000000000877e-001	-1.203961e-001
-4.950000000000877e-001	-1.213623e-001
-4.940000000000877e-001	-1.223289e-001
-4.930000000000877e-001	-1.234078e-001
-4.920000000000877e-001	-1.244311e-001
-4.910000000000877e-001	-1.254547e-001
-4.900000000000877e-001	-1.265348e-001
-4.890000000000877e-001	-1.276153e-001
-4.880000000000877e-001	-1.287522e-001
-4.870000000000877e-001	-1.298895e-001
-4.860000000000877e-001	-1.309713e-001
-4.850000000000877e-001	-1.321095e-001
-4.840000000000877e-001	-1.333603e-001
-4.830000000000877e-001	-1.345555e-001
-4.820000000000877e-001	-1.356952e-001
-4.810000000000877e-001	-1.369474e-001
-4.800000000000877e-001	-1.382563e-001
-4.790000000000877e-001	-1.395096e-001
-4.780000000000877e-001	-1.407634e-001
-4.770000000000877e-001	-1.420739e-001
-4.760000000000877e-001	-1.433849e-001
-4.750000000000877e-001	-1.447526e-001
-4.740000000000877e-001	-1.461771e-001
